Left eye: ((nan, nan)) 	 Right eye: ((nan, nan))
Left eye: ((0.48980027437210083, 0.33464235067367554)) 	 Right eye: ((0.5772086381912231, 0.38135066628456116))
Left eye: ((0.4913163185119629, 0.33770444989204407)) 	 Right eye: ((0.5736684203147888, 0.37657177448272705))
Left eye: ((0.48647260665893555, 0.33268317580223083)) 	 Right eye: ((0.5698480010032654, 0.38239023089408875))
Left eye: ((0.48511722683906555, 0.3368454873561859)) 	 Right eye: ((0.5675676465034485, 0.3830633759498596))
Left eye: ((0.4859795868396759, 0.33430203795433044)) 	 Right eye: ((0.5719529986381531, 0.3751477599143982))
Left eye: ((0.4899108111858368, 0.33425673842430115)) 	 Right eye: ((0.5725201964378357, 0.3741452097892761))
Left eye: ((0.49330922961235046, 0.33350956439971924)) 	 Right eye: ((0.5714497566223145, 0.3812480568885803))
Left eye: ((0.4890080392360687, 0.3356235921382904)) 	 Right eye: ((0.5671698451042175, 0.3737691342830658))
Left eye: ((0.4892311096191406, 0.3353971540927887)) 	 Right eye: ((0.5664315223693848, 0.3795814514160156))
Left eye: ((0.48967939615249634, 0.33933013677597046)) 	 Right eye: ((0.5634881258010864, 0.37987393140792847))
Left eye: ((0.4916072487831116, 0.3288975656032562)) 	 Right eye: ((0.5664563179016113, 0.37365826964378357))
Left eye: ((0.4954574406147003, 0.32499387860298157)) 	 Right eye: ((0.5688281059265137, 0.37497153878211975))
Left eye: ((0.4918745756149292, 0.3319626748561859)) 	 Right eye: ((0.5715541839599609, 0.37382614612579346))
Left eye: ((0.48914870619773865, 0.3385292887687683)) 	 Right eye: ((0.5711984634399414, 0.37604236602783203))
Left eye: ((0.4870491325855255, 0.3339451849460602)) 	 Right eye: ((0.5728585720062256, 0.37646716833114624))
Left eye: ((0.4895137846469879, 0.3306368291378021)) 	 Right eye: ((0.5723727941513062, 0.38185790181159973))
Left eye: ((0.4975990951061249, 0.3309212327003479)) 	 Right eye: ((0.5707030892372131, 0.3826703727245331))
Left eye: ((0.4937331974506378, 0.33434417843818665)) 	 Right eye: ((0.5686812400817871, 0.38042500615119934))
Left eye: ((0.49349913001060486, 0.33162009716033936)) 	 Right eye: ((0.5688316822052002, 0.37408900260925293))
Left eye: ((0.4953230321407318, 0.33175283670425415)) 	 Right eye: ((0.5690671801567078, 0.3796638548374176))
Left eye: ((0.4951288402080536, 0.3328033685684204)) 	 Right eye: ((0.5679947137832642, 0.3761107325553894))
Left eye: ((0.4925420582294464, 0.33215299248695374)) 	 Right eye: ((0.5700469613075256, 0.3760720491409302))
Left eye: ((0.49246159195899963, 0.33575326204299927)) 	 Right eye: ((0.5675038695335388, 0.37694409489631653))
Left eye: ((0.4899842143058777, 0.3367988169193268)) 	 Right eye: ((0.5644605159759521, 0.38276809453964233))
Left eye: ((0.493645042181015, 0.3421248197555542)) 	 Right eye: ((0.565887987613678, 0.37918490171432495))
Left eye: ((0.49358582496643066, 0.3418252766132355)) 	 Right eye: ((0.5594870448112488, 0.390055775642395))
Left eye: ((0.3951544165611267, 0.45310312509536743)) 	 Right eye: ((0.4645303785800934, 0.4668419361114502))
Left eye: ((0.35582417249679565, 0.4880230128765106)) 	 Right eye: ((0.4125789403915405, 0.5054608583450317))
Left eye: ((0.32906782627105713, 0.5071187615394592)) 	 Right eye: ((0.3896171450614929, 0.5328401923179626))
Left eye: ((0.3294728100299835, 0.5104837417602539)) 	 Right eye: ((0.3957519233226776, 0.5313310623168945))
Left eye: ((0.32870304584503174, 0.5136512517929077)) 	 Right eye: ((0.39532026648521423, 0.533047080039978))
Left eye: ((0.3325985372066498, 0.5105584263801575)) 	 Right eye: ((0.3919408917427063, 0.5392749905586243))
Left eye: ((0.3364081084728241, 0.5036587119102478)) 	 Right eye: ((0.39151516556739807, 0.5383247137069702))
Left eye: ((0.33454152941703796, 0.5113657712936401)) 	 Right eye: ((0.3967955410480499, 0.5347536206245422))
Left eye: ((0.3346766233444214, 0.5174309611320496)) 	 Right eye: ((0.3994201123714447, 0.5350813269615173))
Left eye: ((0.33317339420318604, 0.5094922184944153)) 	 Right eye: ((0.3953566253185272, 0.5366930961608887))
Left eye: ((0.33397307991981506, 0.5093708038330078)) 	 Right eye: ((0.39673709869384766, 0.5310413241386414))
