timestamp,left_gaze_point_on_display_area,left_gaze_point_validity,right_gaze_point_on_display_area,right_gaze_point_validity,left_pupil_diameter,left_pupil_validity,right_pupil_diameter,right_pupil_validity
2024-04-19 10:34:22.955664,"(0.274606317281723, 0.23487946391105652)",1,"(0.2782684564590454, 0.3013998568058014)",1,4.7418670654296875,1,4.923126220703125,1
2024-04-19 10:34:22.972501,"(0.2706391215324402, 0.2354016900062561)",1,"(0.27699795365333557, 0.29906243085861206)",1,4.751983642578125,1,4.9225311279296875,1
2024-04-19 10:34:22.989298,"(0.27419552206993103, 0.23599128425121307)",1,"(0.271055668592453, 0.302774578332901)",1,4.7555694580078125,1,4.9181976318359375,1
2024-04-19 10:34:23.005730,"(0.27322107553482056, 0.23715266585350037)",1,"(0.27731600403785706, 0.3045111298561096)",1,4.7424468994140625,1,4.9204254150390625,1
2024-04-19 10:34:23.022802,"(0.27814826369285583, 0.23311445116996765)",1,"(0.27266383171081543, 0.3087097406387329)",1,4.74462890625,1,4.9239501953125,1
2024-04-19 10:34:23.039276,"(0.2787356376647949, 0.2295132428407669)",1,"(0.2739083170890808, 0.31185227632522583)",1,4.75286865234375,1,4.9278564453125,1
2024-04-19 10:34:23.055799,"(0.2757233679294586, 0.23146463930606842)",1,"(0.2749643623828888, 0.3090936541557312)",1,4.745574951171875,1,4.932769775390625,1
2024-04-19 10:34:23.072463,"(0.2764245271682739, 0.22762452065944672)",1,"(0.2795563340187073, 0.3102952241897583)",1,4.7487335205078125,1,4.91851806640625,1
2024-04-19 10:34:23.089146,"(0.2774028480052948, 0.2299046814441681)",1,"(0.27312207221984863, 0.30084073543548584)",1,4.7505340576171875,1,4.9234619140625,1
2024-04-19 10:34:23.105736,"(0.27727511525154114, 0.23269061744213104)",1,"(0.2711993157863617, 0.3025110065937042)",1,4.755615234375,1,4.922515869140625,1
2024-04-19 10:34:23.122290,"(0.2777891457080841, 0.23517565429210663)",1,"(0.27540427446365356, 0.29927679896354675)",1,4.75775146484375,1,4.9066314697265625,1
2024-04-19 10:34:23.138880,"(0.27675309777259827, 0.24197176098823547)",1,"(0.2719822824001312, 0.29293230175971985)",1,4.748016357421875,1,4.9048614501953125,1
2024-04-19 10:34:23.155736,"(0.2740207314491272, 0.23614127933979034)",1,"(0.2680327594280243, 0.2854982912540436)",1,4.74041748046875,1,4.8939208984375,1
2024-04-19 10:34:23.172193,"(0.27802011370658875, 0.2436075061559677)",1,"(0.27530455589294434, 0.29370296001434326)",1,4.7352142333984375,1,4.8650054931640625,1
2024-04-19 10:34:23.188876,"(0.2788255512714386, 0.24962680041790009)",1,"(0.26472997665405273, 0.2848321497440338)",1,4.7324066162109375,1,4.874237060546875,1
2024-04-19 10:34:23.205364,"(0.2748901844024658, 0.24770770967006683)",1,"(0.2700185477733612, 0.2871467173099518)",1,4.7193603515625,1,4.86968994140625,1
2024-04-19 10:34:23.222175,"(0.3015318512916565, 0.22867490351200104)",1,"(0.2924264371395111, 0.27345606684684753)",1,4.701507568359375,1,4.85418701171875,1
2024-04-19 10:34:23.238788,"(0.307145357131958, 0.22023998200893402)",1,"(0.31022611260414124, 0.26371556520462036)",1,4.7026519775390625,1,4.83209228515625,1
2024-04-19 10:34:23.255076,"(0.3157290816307068, 0.22079575061798096)",1,"(0.3060837984085083, 0.2593671977519989)",1,4.689483642578125,1,4.81597900390625,1
2024-04-19 10:34:23.272087,"(0.3139967620372772, 0.21896010637283325)",1,"(0.30476057529449463, 0.26284149289131165)",1,4.674530029296875,1,4.80413818359375,1
2024-04-19 10:34:23.288563,"(0.3095528483390808, 0.21718232333660126)",1,"(0.30397680401802063, 0.26040491461753845)",1,4.657379150390625,1,4.799896240234375,1
2024-04-19 10:34:23.305240,"(0.314548522233963, 0.21990595757961273)",1,"(0.3058711290359497, 0.252725213766098)",1,4.6389007568359375,1,4.7827911376953125,1
2024-04-19 10:34:23.321990,"(0.31454646587371826, 0.2201320230960846)",1,"(0.30556541681289673, 0.2578362822532654)",1,4.611114501953125,1,4.7519683837890625,1
2024-04-19 10:34:23.338541,"(0.3113570213317871, 0.2137031853199005)",1,"(0.3037080764770508, 0.25943610072135925)",1,4.5970001220703125,1,4.7381744384765625,1
2024-04-19 10:34:23.355143,"(0.31338369846343994, 0.21609756350517273)",1,"(0.3066704273223877, 0.26123833656311035)",1,4.5728759765625,1,4.7202301025390625,1
2024-04-19 10:34:23.372168,"(0.3120807111263275, 0.21032392978668213)",1,"(0.30278268456459045, 0.261167973279953)",1,4.560546875,1,4.6973419189453125,1
2024-04-19 10:34:23.388511,"(0.3125641644001007, 0.2207273542881012)",1,"(0.3013729155063629, 0.26542967557907104)",1,4.5359344482421875,1,4.6938934326171875,1
2024-04-19 10:34:23.404938,"(0.3133544325828552, 0.2175890952348709)",1,"(0.30371084809303284, 0.269890695810318)",1,4.523468017578125,1,4.677093505859375,1
2024-04-19 10:34:23.421957,"(0.30759596824645996, 0.20826871693134308)",1,"(0.3045215904712677, 0.27212831377983093)",1,4.5032196044921875,1,4.646697998046875,1
2024-04-19 10:34:23.438164,"(0.3090443015098572, 0.21302242577075958)",1,"(0.3066060245037079, 0.26899418234825134)",1,4.4871826171875,1,4.6304931640625,1
2024-04-19 10:34:23.454915,"(0.30761849880218506, 0.2079235166311264)",1,"(0.2987503409385681, 0.2700810134410858)",1,4.462310791015625,1,4.609893798828125,1
2024-04-19 10:34:23.471895,"(0.33959057927131653, 0.19229058921337128)",1,"(0.3222782611846924, 0.25796839594841003)",1,4.4288330078125,1,4.577423095703125,1
2024-04-19 10:34:23.488358,"(0.35175010561943054, 0.1899433583021164)",1,"(0.3328249454498291, 0.2404160350561142)",1,4.430633544921875,1,4.5764923095703125,1
2024-04-19 10:34:23.505020,"(0.3459884822368622, 0.18503332138061523)",1,"(0.33205410838127136, 0.2497052252292633)",1,4.4092254638671875,1,4.557525634765625,1
2024-04-19 10:34:23.521681,"(0.3424471914768219, 0.17987336218357086)",1,"(0.33441218733787537, 0.24882617592811584)",1,4.378387451171875,1,4.53857421875,1
2024-04-19 10:34:23.538091,"(0.34184515476226807, 0.18660077452659607)",1,"(0.3312748372554779, 0.2429393082857132)",1,4.36865234375,1,4.5121612548828125,1
2024-04-19 10:34:23.554854,"(0.3421989679336548, 0.18879888951778412)",1,"(0.32729825377464294, 0.244132861495018)",1,4.342071533203125,1,4.49053955078125,1
2024-04-19 10:34:23.571634,"(0.3437750041484833, 0.19235917925834656)",1,"(0.32701247930526733, 0.24896764755249023)",1,4.31353759765625,1,4.463409423828125,1
2024-04-19 10:34:23.588241,"(0.346494197845459, 0.19250208139419556)",1,"(0.32317405939102173, 0.25031766295433044)",1,4.304595947265625,1,4.4326934814453125,1
2024-04-19 10:34:23.604737,"(0.34159746766090393, 0.19046682119369507)",1,"(0.32152533531188965, 0.24881349503993988)",1,4.269073486328125,1,4.4127655029296875,1
2024-04-19 10:34:23.621544,"(0.34285402297973633, 0.18975651264190674)",1,"(0.32182326912879944, 0.25208964943885803)",1,4.22808837890625,1,4.385711669921875,1
2024-04-19 10:34:23.637983,"(0.3426532745361328, 0.18539687991142273)",1,"(0.32472139596939087, 0.2523784637451172)",1,4.2173309326171875,1,4.3715667724609375,1
2024-04-19 10:34:23.654693,"(0.345187246799469, 0.18871907889842987)",1,"(0.3238725960254669, 0.2438647449016571)",1,4.1988983154296875,1,4.3371429443359375,1
2024-04-19 10:34:23.671649,"(0.3405933976173401, 0.18628492951393127)",1,"(0.32546883821487427, 0.24678049981594086)",1,4.1596832275390625,1,4.3061676025390625,1
2024-04-19 10:34:23.688036,"(0.3392243981361389, 0.17901109158992767)",1,"(0.3262243866920471, 0.24979469180107117)",1,4.14776611328125,1,4.290740966796875,1
2024-04-19 10:34:23.704712,"(0.3426726758480072, 0.18331187963485718)",1,"(0.32778167724609375, 0.24428775906562805)",1,4.1333465576171875,1,4.2733154296875,1
2024-04-19 10:34:23.721452,"(0.3455555737018585, 0.17596392333507538)",1,"(0.3238758444786072, 0.23708699643611908)",1,4.10638427734375,1,4.2567291259765625,1
2024-04-19 10:34:23.738228,"(0.34878963232040405, 0.1711898297071457)",1,"(0.3267502784729004, 0.2388148158788681)",1,4.0870361328125,1,4.240631103515625,1
2024-04-19 10:34:23.754737,"(0.3493461012840271, 0.1740618646144867)",1,"(0.32666683197021484, 0.24391411244869232)",1,4.0748748779296875,1,4.22027587890625,1
2024-04-19 10:34:23.771589,"(0.34846341609954834, 0.18391677737236023)",1,"(0.32481011748313904, 0.2433161735534668)",1,4.0617828369140625,1,4.2043609619140625,1
2024-04-19 10:34:23.787982,"(0.34978151321411133, 0.18079829216003418)",1,"(0.32916146516799927, 0.24105694890022278)",1,4.044921875,1,4.1912384033203125,1
2024-04-19 10:34:23.804563,"(0.374126136302948, 0.17620496451854706)",1,"(0.3460465669631958, 0.23202559351921082)",1,4.0198822021484375,1,4.174163818359375,1
2024-04-19 10:34:23.821369,"(0.40178385376930237, 0.17419178783893585)",1,"(0.3700992166996002, 0.2118901163339615)",1,3.985382080078125,1,4.1497802734375,1
2024-04-19 10:34:23.837965,"(0.39814502000808716, 0.18886837363243103)",1,"(0.3718198835849762, 0.21318288147449493)",1,3.984954833984375,1,4.1304779052734375,1
2024-04-19 10:34:23.854319,"(0.39814573526382446, 0.18753714859485626)",1,"(0.3698785901069641, 0.21630674600601196)",1,3.9624786376953125,1,4.117889404296875,1
2024-04-19 10:34:23.871116,"(0.4034242033958435, 0.17945486307144165)",1,"(0.36815935373306274, 0.20812980830669403)",1,3.933837890625,1,4.0977325439453125,1
2024-04-19 10:34:23.887706,"(0.40502747893333435, 0.17421796917915344)",1,"(0.36870622634887695, 0.19896747171878815)",1,3.9238739013671875,1,4.0870513916015625,1
2024-04-19 10:34:23.904410,"(0.40632200241088867, 0.16837602853775024)",1,"(0.368801474571228, 0.19506673514842987)",1,3.9041900634765625,1,4.072357177734375,1
2024-04-19 10:34:23.920945,"(0.40543320775032043, 0.17686453461647034)",1,"(0.37126797437667847, 0.21045275032520294)",1,3.882171630859375,1,4.0649566650390625,1
2024-04-19 10:34:23.937815,"(0.4065162241458893, 0.17694172263145447)",1,"(0.3754054009914398, 0.23004843294620514)",1,3.862152099609375,1,4.0684356689453125,1
2024-04-19 10:34:23.954327,"(0.41141971945762634, 0.16499380767345428)",1,"(0.3766171634197235, 0.2127533257007599)",1,3.85406494140625,1,4.0278472900390625,1
2024-04-19 10:34:23.970987,"(0.41056573390960693, 0.17142069339752197)",1,"(0.37207043170928955, 0.221828430891037)",1,3.8233184814453125,1,4.0176239013671875,1
2024-04-19 10:34:23.987714,"(0.4058174192905426, 0.18375326693058014)",1,"(0.37222862243652344, 0.22000205516815186)",1,3.82061767578125,1,3.9909210205078125,1
2024-04-19 10:34:24.004107,"(0.40192705392837524, 0.17751632630825043)",1,"(0.3754299581050873, 0.24292469024658203)",1,3.803955078125,1,3.996734619140625,1
2024-04-19 10:34:24.020810,"(0.4080311357975006, 0.1712018847465515)",1,"(0.37562036514282227, 0.2412942349910736)",1,3.776458740234375,1,3.9893798828125,1
2024-04-19 10:34:24.037392,"(0.4081588387489319, 0.1723071038722992)",1,"(0.3691868782043457, 0.22214336693286896)",1,3.760284423828125,1,3.965057373046875,1
2024-04-19 10:34:24.054090,"(0.40825924277305603, 0.17070312798023224)",1,"(0.3732081949710846, 0.22916212677955627)",1,3.746429443359375,1,3.9619598388671875,1
2024-04-19 10:34:24.071017,"(0.4066077470779419, 0.1753968596458435)",1,"(0.3704569339752197, 0.222366601228714)",1,3.74615478515625,1,3.9521942138671875,1
2024-04-19 10:34:24.087681,"(0.41271525621414185, 0.17456474900245667)",1,"(0.3662649393081665, 0.2149955928325653)",1,3.7340087890625,1,3.9428863525390625,1
2024-04-19 10:34:24.103965,"(0.4119560122489929, 0.16756893694400787)",1,"(0.36536818742752075, 0.2159595936536789)",1,3.7212066650390625,1,3.9249725341796875,1
2024-04-19 10:34:24.120550,"(0.3992348611354828, 0.1922176033258438)",1,"(0.36353906989097595, 0.21647286415100098)",1,3.7379302978515625,1,3.92486572265625,1
2024-04-19 10:34:24.137336,"(0.41345465183258057, 0.16790272295475006)",1,"(0.3705354928970337, 0.2068762332201004)",1,3.7025146484375,1,3.9248046875,1
2024-04-19 10:34:24.154114,"(0.4255320131778717, 0.15957476198673248)",1,"(0.38277551531791687, 0.2114514261484146)",1,3.7021484375,1,3.92364501953125,1
2024-04-19 10:34:24.170906,"(0.41846781969070435, 0.1839558333158493)",1,"(0.3863258957862854, 0.20933039486408234)",1,3.71612548828125,1,3.9163818359375,1
2024-04-19 10:34:24.187621,"(0.4181346893310547, 0.18280014395713806)",1,"(0.37889572978019714, 0.20770001411437988)",1,3.710906982421875,1,3.90716552734375,1
2024-04-19 10:34:24.203713,"(0.4194587171077728, 0.18112798035144806)",1,"(0.37769922614097595, 0.21474578976631165)",1,3.7060546875,1,3.8976898193359375,1
2024-04-19 10:34:24.220759,"(0.42339205741882324, 0.17540955543518066)",1,"(0.3818821609020233, 0.20573902130126953)",1,3.6841583251953125,1,3.8866424560546875,1
2024-04-19 10:34:24.237263,"(0.4253535568714142, 0.17095793783664703)",1,"(0.39032185077667236, 0.23304913938045502)",1,3.671539306640625,1,3.903656005859375,1
2024-04-19 10:34:24.253911,"(0.42187225818634033, 0.16912268102169037)",1,"(0.38417840003967285, 0.23741962015628815)",1,3.665863037109375,1,3.90899658203125,1
2024-04-19 10:34:24.270602,"(0.42767709493637085, 0.17286832630634308)",1,"(0.3909308612346649, 0.23925423622131348)",1,3.681976318359375,1,3.9075469970703125,1
2024-04-19 10:34:24.287035,"(0.42907950282096863, 0.16949990391731262)",1,"(0.38387778401374817, 0.22084470093250275)",1,3.68353271484375,1,3.8772735595703125,1
2024-04-19 10:34:24.303892,"(0.4248797297477722, 0.1731882095336914)",1,"(0.38214537501335144, 0.23763060569763184)",1,3.68511962890625,1,3.894012451171875,1
2024-04-19 10:34:24.320230,"(0.260835736989975, 0.23083505034446716)",1,"(0.24633744359016418, 0.27106213569641113)",1,3.7082672119140625,1,3.9038238525390625,1
2024-04-19 10:34:24.337323,"(0.15227800607681274, 0.25866061449050903)",1,"(0.12291303277015686, 0.2600806951522827)",1,3.7060394287109375,1,3.8979949951171875,1
2024-04-19 10:34:24.353671,"(0.08181291073560715, 0.2632054388523102)",1,"(0.04073258116841316, 0.2790639102458954)",1,3.7025909423828125,1,3.904541015625,1
2024-04-19 10:34:24.370752,"(0.08476675301790237, 0.2724466025829315)",1,"(0.03664213418960571, 0.27498456835746765)",1,3.7091522216796875,1,3.9089508056640625,1
2024-04-19 10:34:24.387291,"(0.08552487939596176, 0.2661409378051758)",1,"(0.03770320490002632, 0.2719954550266266)",1,3.7123260498046875,1,3.9146575927734375,1
2024-04-19 10:34:24.403488,"(0.08512193709611893, 0.27058860659599304)",1,"(0.03564830869436264, 0.2699103057384491)",1,3.727447509765625,1,3.9114227294921875,1
2024-04-19 10:34:24.420315,"(0.08577831834554672, 0.2619525194168091)",1,"(0.03669546917080879, 0.2690914273262024)",1,3.7392425537109375,1,3.9108734130859375,1
2024-04-19 10:34:24.436751,"(0.08766812831163406, 0.2615552544593811)",1,"(0.03585151210427284, 0.2691013514995575)",1,3.75,1,3.911895751953125,1
2024-04-19 10:34:24.453469,"(0.08597993105649948, 0.2645767033100128)",1,"(0.03258607164025307, 0.26891055703163147)",1,3.7539215087890625,1,3.92236328125,1
2024-04-19 10:34:24.470320,"(0.08850390464067459, 0.25605717301368713)",1,"(0.033196236938238144, 0.2624436318874359)",1,3.77825927734375,1,3.9376373291015625,1
2024-04-19 10:34:24.486829,"(0.08728722482919693, 0.2549285590648651)",1,"(0.030665410682559013, 0.26507553458213806)",1,3.77490234375,1,3.9379425048828125,1
2024-04-19 10:34:24.503343,"(0.0876459851861, 0.2516053020954132)",1,"(0.02765701711177826, 0.2660785913467407)",1,3.7887725830078125,1,3.94439697265625,1
2024-04-19 10:34:24.520157,"(0.08854654431343079, 0.25897499918937683)",1,"(0.027665894478559494, 0.2670167088508606)",1,3.809478759765625,1,3.949798583984375,1
2024-04-19 10:34:24.536718,"(0.08865747600793839, 0.2585436999797821)",1,"(0.026866288855671883, 0.26451024413108826)",1,3.8028106689453125,1,3.9719696044921875,1
2024-04-19 10:34:24.553308,"(0.08421795815229416, 0.25126081705093384)",1,"(0.0277260672301054, 0.2592235505580902)",1,3.811279296875,1,3.9749603271484375,1
2024-04-19 10:34:24.570203,"(0.08504225313663483, 0.25986871123313904)",1,"(0.023240316659212112, 0.257820188999176)",1,3.835205078125,1,3.980682373046875,1
2024-04-19 10:34:24.586511,"(0.08466029912233353, 0.2637953460216522)",1,"(0.02691086195409298, 0.25909191370010376)",1,3.8435821533203125,1,3.985260009765625,1
2024-04-19 10:34:24.603203,"(0.08373914659023285, 0.2558804452419281)",1,"(0.0251693744212389, 0.26799261569976807)",1,3.8556671142578125,1,4.001861572265625,1
2024-04-19 10:34:24.620059,"(0.07850506901741028, 0.26707082986831665)",1,"(0.021916836500167847, 0.2596728205680847)",1,3.8721923828125,1,4.0126953125,1
2024-04-19 10:34:24.636464,"(0.07652972638607025, 0.2674587368965149)",1,"(0.02402433380484581, 0.26767927408218384)",1,3.8765869140625,1,4.0136871337890625,1
2024-04-19 10:34:24.653123,"(0.07579008489847183, 0.265453577041626)",1,"(0.02248862013220787, 0.2690414488315582)",1,3.8878326416015625,1,4.0378570556640625,1
2024-04-19 10:34:24.670016,"(0.07641991972923279, 0.2623177170753479)",1,"(0.021211452782154083, 0.2657254636287689)",1,3.918060302734375,1,4.0456085205078125,1
2024-04-19 10:34:24.686801,"(0.0771212950348854, 0.25962477922439575)",1,"(0.0198063924908638, 0.2679668664932251)",1,3.9383392333984375,1,4.0586395263671875,1
2024-04-19 10:34:24.702931,"(0.07727422565221786, 0.2607010006904602)",1,"(0.020465217530727386, 0.270569384098053)",1,3.954376220703125,1,4.07208251953125,1
2024-04-19 10:34:24.719686,"(0.07935153692960739, 0.2594507038593292)",1,"(0.017968859523534775, 0.2690620422363281)",1,3.9653472900390625,1,4.0904083251953125,1
2024-04-19 10:34:24.736759,"(0.07561714947223663, 0.2680935859680176)",1,"(0.02214992791414261, 0.2792481780052185)",1,3.976715087890625,1,4.133758544921875,1
2024-04-19 10:34:24.752778,"(0.07335399091243744, 0.2733297646045685)",1,"(0.02003399282693863, 0.2692803740501404)",1,3.99090576171875,1,4.1210174560546875,1
2024-04-19 10:34:24.769872,"(0.07775507122278214, 0.27189159393310547)",1,"(0.01813592202961445, 0.27094122767448425)",1,4.0190277099609375,1,4.1330108642578125,1
2024-04-19 10:34:24.786631,"(0.07454397529363632, 0.26862531900405884)",1,"(0.024712862446904182, 0.26855412125587463)",1,4.019256591796875,1,4.1485137939453125,1
2024-04-19 10:34:24.802730,"(0.07200949639081955, 0.26924026012420654)",1,"(0.021685784682631493, 0.2613067924976349)",1,4.03460693359375,1,4.1687469482421875,1
2024-04-19 10:34:24.820026,"(0.07947187125682831, 0.2687413692474365)",1,"(0.023670295253396034, 0.2618972957134247)",1,4.067779541015625,1,4.1906280517578125,1
2024-04-19 10:34:24.836074,"(0.0778980404138565, 0.26489776372909546)",1,"(0.024247542023658752, 0.2679486870765686)",1,4.074127197265625,1,4.20184326171875,1
2024-04-19 10:34:24.852612,"(0.07544729113578796, 0.26043131947517395)",1,"(0.022934526205062866, 0.26418864727020264)",1,4.0979461669921875,1,4.2152862548828125,1
2024-04-19 10:34:24.869946,"(0.07868116348981857, 0.25678807497024536)",1,"(0.02729884907603264, 0.2651524245738983)",1,4.119232177734375,1,4.22735595703125,1
2024-04-19 10:34:24.886542,"(0.07646279036998749, 0.2563307285308838)",1,"(0.027309492230415344, 0.26205891370773315)",1,4.1300506591796875,1,4.23870849609375,1
2024-04-19 10:34:24.902496,"(0.07932541519403458, 0.26073700189590454)",1,"(0.026363221928477287, 0.26794660091400146)",1,4.1499176025390625,1,4.2527008056640625,1
2024-04-19 10:34:24.919923,"(0.07959286123514175, 0.27267271280288696)",1,"(0.02642095275223255, 0.2667846381664276)",1,4.1634521484375,1,4.27081298828125,1
2024-04-19 10:34:24.935863,"(0.07791797071695328, 0.26741957664489746)",1,"(0.022166624665260315, 0.2723769247531891)",1,4.1770782470703125,1,4.2857818603515625,1
2024-04-19 10:34:24.952481,"(0.07607907801866531, 0.2704330384731293)",1,"(0.028040293604135513, 0.26469436287879944)",1,4.1895599365234375,1,4.2960968017578125,1
