timestamp,left_gaze_point_on_display_area,left_gaze_point_validity,right_gaze_point_on_display_area,right_gaze_point_validity,left_pupil_diameter,left_pupil_validity,right_pupil_diameter,right_pupil_validity
2024-04-16 14:09:56.586039,"(nan, nan)",0,"(nan, nan)",0,,0,,0
2024-04-16 14:09:56.609468,"(nan, nan)",0,"(nan, nan)",0,,0,,0
2024-04-16 14:09:56.628036,"(0.37486732006073, 0.3551793396472931)",1,"(0.4709654748439789, 0.3332173526287079)",1,4.951934814453125,1,5.0858612060546875,1
2024-04-16 14:09:56.645022,"(0.3871181011199951, 0.34734249114990234)",1,"(0.46238985657691956, 0.3461151421070099)",1,4.8802947998046875,1,4.9873809814453125,1
2024-04-16 14:09:56.661578,"(0.382940411567688, 0.361712247133255)",1,"(0.4645237922668457, 0.35362595319747925)",1,4.8249664306640625,1,4.9376068115234375,1
2024-04-16 14:09:56.678674,"(0.382291704416275, 0.3609617054462433)",1,"(0.46658000349998474, 0.3534100651741028)",1,4.8347930908203125,1,4.9242095947265625,1
2024-04-16 14:09:56.695093,"(0.3853317201137543, 0.3518931567668915)",1,"(0.4616974890232086, 0.3500823378562927)",1,4.8480682373046875,1,4.941162109375,1
2024-04-16 14:09:56.711474,"(0.3811066448688507, 0.34872114658355713)",1,"(0.45812293887138367, 0.35468778014183044)",1,4.8674774169921875,1,4.9543609619140625,1
2024-04-16 14:09:56.728454,"(0.38021937012672424, 0.35320714116096497)",1,"(0.4569617211818695, 0.3541681170463562)",1,4.8561859130859375,1,4.9525299072265625,1
2024-04-16 14:09:56.745087,"(0.38054805994033813, 0.3557673990726471)",1,"(0.45830586552619934, 0.35687974095344543)",1,4.85003662109375,1,4.9500732421875,1
2024-04-16 14:09:56.761580,"(0.3805555999279022, 0.34993699193000793)",1,"(0.4554586410522461, 0.3600406348705292)",1,4.8564605712890625,1,4.9528045654296875,1
2024-04-16 14:09:56.778875,"(0.37980738282203674, 0.3544146418571472)",1,"(0.4533897936344147, 0.35549813508987427)",1,4.8724517822265625,1,4.9591827392578125,1
2024-04-16 14:09:56.795184,"(0.3801072835922241, 0.3437059223651886)",1,"(0.4534299671649933, 0.34234121441841125)",1,4.8738250732421875,1,4.946380615234375,1
2024-04-16 14:09:56.811357,"(0.3824319839477539, 0.3471815884113312)",1,"(0.44969749450683594, 0.34746989607810974)",1,4.8601226806640625,1,4.942840576171875,1
2024-04-16 14:09:56.828509,"(0.37976565957069397, 0.3481091260910034)",1,"(0.45049193501472473, 0.35049501061439514)",1,4.85479736328125,1,4.9432830810546875,1
2024-04-16 14:09:56.845458,"(0.385211318731308, 0.3399304151535034)",1,"(0.4506129026412964, 0.34196737408638)",1,4.854736328125,1,4.9388427734375,1
2024-04-16 14:09:56.861283,"(0.3845262825489044, 0.33510059118270874)",1,"(0.44990721344947815, 0.3390677869319916)",1,4.8504638671875,1,4.94073486328125,1
2024-04-16 14:09:56.878683,"(0.3841495215892792, 0.3350154459476471)",1,"(0.45346206426620483, 0.34181761741638184)",1,4.85223388671875,1,4.9397430419921875,1
2024-04-16 14:09:56.895758,"(0.38279199600219727, 0.33766183257102966)",1,"(0.4570571482181549, 0.35379165410995483)",1,4.8415069580078125,1,4.9401397705078125,1
2024-04-16 14:09:56.911212,"(0.3709927797317505, 0.37352484464645386)",1,"(0.44669201970100403, 0.3972463607788086)",1,4.8361663818359375,1,4.935699462890625,1
2024-04-16 14:09:56.928744,"(0.3595384359359741, 0.4219253361225128)",1,"(0.42658260464668274, 0.4519248902797699)",1,4.8256988525390625,1,4.9185943603515625,1
2024-04-16 14:09:56.945758,"(0.34365084767341614, 0.49162590503692627)",1,"(0.40230226516723633, 0.5160349011421204)",1,4.82891845703125,1,4.9088287353515625,1
2024-04-16 14:09:56.961144,"(0.3454880118370056, 0.49230581521987915)",1,"(0.40237873792648315, 0.5141379237174988)",1,4.8220977783203125,1,4.8997802734375,1
2024-04-16 14:09:56.978911,"(0.34570369124412537, 0.4990914762020111)",1,"(0.4043627083301544, 0.5119976997375488)",1,4.81561279296875,1,4.887481689453125,1
2024-04-16 14:09:56.995774,"(0.34585100412368774, 0.49790745973587036)",1,"(0.4069333076477051, 0.4939565062522888)",1,4.8065338134765625,1,4.889923095703125,1
2024-04-16 14:09:57.010929,"(0.3438391387462616, 0.4968382716178894)",1,"(0.40275081992149353, 0.4941462576389313)",1,4.80780029296875,1,4.8869781494140625,1
2024-04-16 14:09:57.028676,"(0.3432902693748474, 0.48772236704826355)",1,"(0.4034075438976288, 0.49329081177711487)",1,4.8241119384765625,1,4.898773193359375,1
2024-04-16 14:09:57.045938,"(0.34290146827697754, 0.4880014657974243)",1,"(0.39840608835220337, 0.4908527731895447)",1,4.824554443359375,1,4.8920135498046875,1
2024-04-16 14:09:57.060994,"(0.34461498260498047, 0.4850016236305237)",1,"(0.39856693148612976, 0.4965062737464905)",1,4.8296966552734375,1,4.8863983154296875,1
2024-04-16 14:09:57.078838,"(0.3412531018257141, 0.49264734983444214)",1,"(0.3982207477092743, 0.5140649676322937)",1,4.8291473388671875,1,4.9083709716796875,1
2024-04-16 14:09:57.095886,"(0.3380354642868042, 0.4927451014518738)",1,"(0.3985666036605835, 0.49464526772499084)",1,4.832489013671875,1,4.891937255859375,1
2024-04-16 14:09:57.110935,"(0.3387483060359955, 0.49234724044799805)",1,"(0.40031367540359497, 0.5042641758918762)",1,4.8282623291015625,1,4.8829345703125,1
2024-04-16 14:09:57.128813,"(0.3456372618675232, 0.48339617252349854)",1,"(0.3979266881942749, 0.5032670497894287)",1,4.8453521728515625,1,4.8894195556640625,1
2024-04-16 14:09:57.145860,"(0.34482333064079285, 0.5119022727012634)",1,"(0.406434565782547, 0.547508180141449)",1,4.8437347412109375,1,4.88397216796875,1
2024-04-16 14:09:57.160928,"(0.33832964301109314, 0.5671693682670593)",1,"(0.40092089772224426, 0.5823173522949219)",1,4.824615478515625,1,4.8773651123046875,1
2024-04-16 14:09:57.179141,"(0.3402373790740967, 0.5625244975090027)",1,"(0.40229421854019165, 0.5822337865829468)",1,4.84228515625,1,4.88519287109375,1
2024-04-16 14:09:57.195642,"(0.3392341434955597, 0.5558839440345764)",1,"(0.4086047410964966, 0.5900447964668274)",1,4.838287353515625,1,4.8915557861328125,1
2024-04-16 14:09:57.210432,"(0.34078249335289, 0.55987948179245)",1,"(0.4047655165195465, 0.5829311013221741)",1,4.8396759033203125,1,4.8907623291015625,1
2024-04-16 14:09:57.228890,"(0.3375629782676697, 0.5629038214683533)",1,"(0.40761181712150574, 0.5848442912101746)",1,4.8405914306640625,1,4.8854217529296875,1
2024-04-16 14:09:57.245691,"(0.33911648392677307, 0.5563370585441589)",1,"(0.409709632396698, 0.5916774868965149)",1,4.8417510986328125,1,4.8853912353515625,1
2024-04-16 14:09:57.260769,"(0.34093746542930603, 0.5612435340881348)",1,"(0.40843600034713745, 0.585864245891571)",1,4.84600830078125,1,4.8941650390625,1
2024-04-16 14:09:57.278852,"(0.3411034643650055, 0.5632985830307007)",1,"(0.4085422456264496, 0.5916283130645752)",1,4.8535919189453125,1,4.8883209228515625,1
2024-04-16 14:09:57.295529,"(0.33861085772514343, 0.5608385801315308)",1,"(0.40444087982177734, 0.592478334903717)",1,4.8551025390625,1,4.8828887939453125,1
2024-04-16 14:09:57.310568,"(0.3394826352596283, 0.5619346499443054)",1,"(0.39956799149513245, 0.580376923084259)",1,4.8560028076171875,1,4.879730224609375,1
2024-04-16 14:09:57.328725,"(0.3404257297515869, 0.5682308673858643)",1,"(0.4111560881137848, 0.5880072712898254)",1,4.8511962890625,1,4.8923187255859375,1
2024-04-16 14:09:57.345525,"(0.3414735496044159, 0.5661244988441467)",1,"(0.40928909182548523, 0.5865380764007568)",1,4.8549652099609375,1,4.8780059814453125,1
2024-04-16 14:09:57.360563,"(0.33852362632751465, 0.5639327764511108)",1,"(0.40293386578559875, 0.591539740562439)",1,4.864959716796875,1,4.8811187744140625,1
